Coin,Price,1h,24h,7d,24h Volume,Mkt Cap,Graph
Sunflower Finance,$0.000002484482,?,?,?,?,?,https://www.coingecko.com/coins/18943/sparkline
Khalifa Finance,$0.000000039946,-0.2%,-0.1%,,$8.82,?,https://www.coingecko.com/coins/18944/sparkline
Solum,$0.000111533992,1.2%,10.3%,6.4%,$5.02,?,https://www.coingecko.com/coins/18945/sparkline
Verse,$0.120305,0.0%,1.7%,-9.6%,$3.25,?,https://www.coingecko.com/coins/18946/sparkline
Balanced Dollars,$1.02,-0.4%,-0.7%,0.0%,"$5,511.22",?,https://www.coingecko.com/coins/18949/sparkline
Staked ICX,$0.183271,-0.5%,-0.4%,13.3%,"$11,814.49",?,https://www.coingecko.com/coins/18950/sparkline
Omm,$0.008849612291,-0.4%,-0.6%,-1.5%,$637.24,?,https://www.coingecko.com/coins/18951/sparkline
Metanyx,$0.000151779367,-0.6%,-0.8%,39.5%,$70.87,?,https://www.coingecko.com/coins/18952/sparkline
xYSL,$10.43,?,?,?,?,?,https://www.coingecko.com/coins/18954/sparkline
Equilibrium Games,$0.088324002296,0.1%,-1.5%,12.2%,"$155,720",?,https://www.coingecko.com/coins/18959/sparkline
Icon USDC,$0.971872,-0.4%,-2.2%,4.1%,"$1,092.82",?,https://www.coingecko.com/coins/18960/sparkline
SafeSwap Online,$0.124830,-0.2%,-0.8%,2.8%,$442.58,?,https://www.coingecko.com/coins/18961/sparkline
BlowUP,$0.007376637797,-0.1%,-0.2%,,$2.72,?,https://www.coingecko.com/coins/18962/sparkline
Surge Inu,$0.000000005554,0.1%,-0.5%,17.7%,$1.47,?,https://www.coingecko.com/coins/18963/sparkline
Polysage,$0.516517,?,?,?,?,?,https://www.coingecko.com/coins/18967/sparkline
Defina Finance,$0.015828438335,1.0%,-0.6%,-6.3%,"$33,929.02",?,https://www.coingecko.com/coins/18970/sparkline
Highstreet,$1.19,-0.0%,6.1%,12.4%,"$42,859,898",?,https://www.coingecko.com/coins/18973/sparkline
ExenPay,$0.678340,0.0%,-0.7%,-2.1%,"$28,482.80",?,https://www.coingecko.com/coins/18975/sparkline
4-Stock,$0.000031351358,?,?,?,?,?,https://www.coingecko.com/coins/18976/sparkline
Moonbird,$0.002354826980,?,?,?,?,?,https://www.coingecko.com/coins/18978/sparkline
Aidi Finance,$0.000000000010,-0.1%,0.4%,22.7%,"$1,113.82",?,https://www.coingecko.com/coins/18979/sparkline
Divs,$0.026179952178,?,?,?,?,?,https://www.coingecko.com/coins/18980/sparkline
Dark Matter Defi,$0.001622506645,-0.1%,1.5%,5.3%,$183.71,?,https://www.coingecko.com/coins/18981/sparkline
FANG,$0.034767035135,0.6%,2.7%,-2.4%,$256.41,?,https://www.coingecko.com/coins/18982/sparkline
Incooom Genesis,$18.59,?,?,?,?,?,https://www.coingecko.com/coins/18988/sparkline
Reptilian,$0.000264936411,?,?,?,?,?,https://www.coingecko.com/coins/18989/sparkline
Geist FTM,$0.192868,0.2%,3.9%,5.2%,$0.000000000000,?,https://www.coingecko.com/coins/18991/sparkline
Quid Ika,$0.000492337493,?,?,?,?,?,https://www.coingecko.com/coins/18995/sparkline
Manager PRO,$0.003274499135,?,?,?,?,?,https://www.coingecko.com/coins/18996/sparkline
Geist Dai,$1.00,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/18997/sparkline
Geist ETH,"$1,216.05",0.1%,0.7%,-0.8%,$0.000000000000,?,https://www.coingecko.com/coins/18998/sparkline
Geist WBTC,"$16,529.00",0.0%,0.4%,-1.2%,$0.000000000000,?,https://www.coingecko.com/coins/18999/sparkline
Geist fUSDT,$0.999426,0.0%,-0.0%,0.1%,$0.000000000000,?,https://www.coingecko.com/coins/19000/sparkline
GameStar,$0.000066574588,-0.0%,-0.6%,-0.3%,$4.26,?,https://www.coingecko.com/coins/19001/sparkline
Geist USDC,$1.00,0.0%,0.0%,-0.0%,$0.000000000000,?,https://www.coingecko.com/coins/19002/sparkline
Wrapped PKT,$0.000755860766,-0.1%,-15.2%,-21.9%,"$1,174.19",?,https://www.coingecko.com/coins/19003/sparkline
DareNFT,$0.000006711194,-1.4%,-2.2%,-58.9%,$233.19,?,https://www.coingecko.com/coins/19006/sparkline
Blockmine,$0.003430176196,?,?,?,?,?,https://www.coingecko.com/coins/19008/sparkline
PulseMarkets,$0.014388941446,?,?,?,?,?,https://www.coingecko.com/coins/19011/sparkline
Dreams Quest,$0.001714164079,-0.1%,-1.2%,-8.9%,"$11,047.37",?,https://www.coingecko.com/coins/19012/sparkline
Aegis Launchpad,$0.000214295208,?,?,?,?,?,https://www.coingecko.com/coins/19013/sparkline
Page,$0.005675187117,?,?,?,?,?,https://www.coingecko.com/coins/19015/sparkline
CUEX Capital,$0.000000871167,?,?,?,?,?,https://www.coingecko.com/coins/19021/sparkline
Rijent Coin,$0.000800295854,-0.0%,0.1%,,$6.00,?,https://www.coingecko.com/coins/19024/sparkline
MarvinInu,$0.000000055266,?,?,?,?,?,https://www.coingecko.com/coins/19028/sparkline
MarsRise,$0.000000000962,-0.2%,-0.8%,11.4%,$391.83,?,https://www.coingecko.com/coins/19029/sparkline
Genesis Mana,$0.403732,0.7%,1.9%,-3.5%,"$6,132.48",?,https://www.coingecko.com/coins/19031/sparkline
Ideanet,$0.020001712273,?,?,?,?,?,https://www.coingecko.com/coins/19032/sparkline
Pollchain,$0.001580808936,-1.2%,4.6%,-15.1%,"$172,873",?,https://www.coingecko.com/coins/19034/sparkline
Waste Digital Coin,$0.000390544865,0.1%,-2.3%,-29.8%,$29.95,?,https://www.coingecko.com/coins/19035/sparkline
Exen,$0.315482,0.1%,1.6%,-5.6%,"$33,194.86",?,https://www.coingecko.com/coins/19036/sparkline
DfiStarter,$0.005220604846,-0.0%,-4.6%,-18.6%,$958.14,?,https://www.coingecko.com/coins/19037/sparkline
Fishy Tank,$0.011482499156,?,?,?,?,?,https://www.coingecko.com/coins/19041/sparkline
RewardsCoin,$0.000000025802,?,?,?,?,?,https://www.coingecko.com/coins/19042/sparkline
Revolotto,$0.037404830708,,-1.3%,15.0%,$64.92,?,https://www.coingecko.com/coins/19044/sparkline
ORE,$0.000000000107,-0.2%,2.4%,18.8%,$906.97,?,https://www.coingecko.com/coins/19047/sparkline
XTime,$0.000000102795,?,?,?,?,?,https://www.coingecko.com/coins/19049/sparkline
MagicDOGE,$0.000000000217,?,?,?,?,?,https://www.coingecko.com/coins/19050/sparkline
Derived,$0.000292795605,-0.1%,-0.2%,0.6%,"$67,919.37",?,https://www.coingecko.com/coins/19052/sparkline
Lovely Inu finance,$0.000000070781,0.7%,1.2%,-3.4%,"$1,564,274",?,https://www.coingecko.com/coins/19053/sparkline
Crypto Soccer,$0.000394701628,?,?,?,?,?,https://www.coingecko.com/coins/19054/sparkline
BitANT,$0.000017830577,?,?,?,?,?,https://www.coingecko.com/coins/19055/sparkline
Worthwhile,$0.000418196090,?,?,?,?,?,https://www.coingecko.com/coins/19056/sparkline
FIT,$0.321470,0.1%,0.4%,-0.9%,"$8,282.63",?,https://www.coingecko.com/coins/19062/sparkline
Scarcity,$114.12,0.1%,-4.6%,7.5%,$133.48,?,https://www.coingecko.com/coins/19064/sparkline
Tails,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19065/sparkline
Floki Pup,$0.000000015730,?,?,?,?,?,https://www.coingecko.com/coins/19066/sparkline
Unity Protocol,$0.002679350399,?,?,?,?,?,https://www.coingecko.com/coins/19068/sparkline
Coffin Finance,$0.000892577076,?,?,?,?,?,https://www.coingecko.com/coins/19069/sparkline
Coffin Dollar,$0.937486,?,?,?,?,?,https://www.coingecko.com/coins/19070/sparkline
PokeDX,$0.007069692857,-0.2%,-1.2%,12.7%,$25.88,?,https://www.coingecko.com/coins/19075/sparkline
Yarloo,$0.005197135174,?,?,?,?,?,https://www.coingecko.com/coins/19077/sparkline
Nexus Protocol,$0.000056710312,0.1%,0.3%,-3.9%,$113.71,?,https://www.coingecko.com/coins/19080/sparkline
ShoeFy,$0.003494388676,0.0%,1.5%,0.1%,"$6,074.77",?,https://www.coingecko.com/coins/19082/sparkline
Imperial Obelisk [OLD],$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19083/sparkline
DAOSquare,$0.632163,0.5%,2.3%,8.4%,"$12,566.29",?,https://www.coingecko.com/coins/19084/sparkline
French Connection Finance,$0.000067704944,-0.1%,-0.5%,6.2%,"$35,743.49",?,https://www.coingecko.com/coins/19089/sparkline
PocMon,$0.000722544257,?,?,?,?,?,https://www.coingecko.com/coins/19090/sparkline
Nexus Crypto Services,$0.012272093951,-0.2%,-0.8%,16.4%,$31.75,?,https://www.coingecko.com/coins/19091/sparkline
TAPME,$0.000583501366,,-0.7%,,$6.97,?,https://www.coingecko.com/coins/19092/sparkline
FOMO Chronicles Manga,$0.000025033238,?,?,?,?,?,https://www.coingecko.com/coins/19093/sparkline
Internet of Energy Network,$0.002748229332,-5.0%,15.8%,75.0%,"$30,767.95",?,https://www.coingecko.com/coins/19095/sparkline
Carrot Stable Coin,$0.923615,?,?,?,?,?,https://www.coingecko.com/coins/19098/sparkline
Metafish,$0.000444774351,?,?,?,?,?,https://www.coingecko.com/coins/19099/sparkline
Fanspel,$0.018366638930,0.0%,-2.9%,-22.4%,$1.83,?,https://www.coingecko.com/coins/19102/sparkline
CryptoPlanes,$0.000000412691,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/19103/sparkline
Mind Music,$0.000000001681,0.0%,124.9%,127.1%,$30.26,?,https://www.coingecko.com/coins/19104/sparkline
BabyHarmony,$0.000000043440,?,?,?,?,?,https://www.coingecko.com/coins/19105/sparkline
gotEM,$0.000345795578,0.0%,-0.1%,-9.4%,$70.33,?,https://www.coingecko.com/coins/19108/sparkline
AcknoLedger,$0.015440016302,-0.1%,-0.4%,7.6%,$412.23,?,https://www.coingecko.com/coins/19110/sparkline
HoneyBee,$0.107055,0.1%,-0.5%,8.2%,$3.22,?,https://www.coingecko.com/coins/19112/sparkline
Duelist King,$0.043874702027,?,?,?,?,?,https://www.coingecko.com/coins/19115/sparkline
MG.Social,$0.002703443560,?,?,?,?,?,https://www.coingecko.com/coins/19117/sparkline
BSC MemePad,$0.001301932000,?,?,?,?,?,https://www.coingecko.com/coins/19120/sparkline
Crypter,$0.000000001339,?,?,?,?,?,https://www.coingecko.com/coins/19121/sparkline
BitZipp,$0.068644650452,?,?,?,?,?,https://www.coingecko.com/coins/19122/sparkline
Den Domains,$0.000474638790,?,?,?,?,?,https://www.coingecko.com/coins/19123/sparkline
Stabledoc,$0.004424138687,0.1%,-1.9%,-2.0%,"$1,020.49",?,https://www.coingecko.com/coins/19124/sparkline
Goldario,$0.016616815247,0.1%,-10.7%,-1.6%,"$31,513.13",?,https://www.coingecko.com/coins/19125/sparkline
Bitcoin International,$0.025004781984,?,?,?,?,?,https://www.coingecko.com/coins/19126/sparkline
Reaper,$0.000274078038,0.1%,1.2%,4.4%,$27.23,?,https://www.coingecko.com/coins/19133/sparkline
Hobbs Networking,$0.294126,-0.0%,-0.7%,-19.4%,$360.97,?,https://www.coingecko.com/coins/19134/sparkline
EverestCoin,$0.000000213109,-0.2%,-0.4%,20.6%,$53.28,?,https://www.coingecko.com/coins/19137/sparkline
Sing FTM,$0.002133140903,,0.2%,-2.0%,$0.011526337915,?,https://www.coingecko.com/coins/19138/sparkline
MosterIsland,$0.000370616139,?,?,?,?,?,https://www.coingecko.com/coins/19139/sparkline
BunnyRocket,$0.000000012492,?,?,?,?,?,https://www.coingecko.com/coins/19140/sparkline
DoraemonInu,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19141/sparkline
NewSolution 2.0,$0.024837352788,-26.0%,-24.7%,2.5%,$1.89,?,https://www.coingecko.com/coins/19142/sparkline
The Legend of Deification,$0.020552629883,-1.2%,-1.4%,-4.1%,$65.30,?,https://www.coingecko.com/coins/19145/sparkline
Sewer Rat Social Club CHIZ Token,$0.000186309123,?,?,?,?,?,https://www.coingecko.com/coins/19147/sparkline
RickMortyDoxx,$0.000000007251,?,?,?,?,?,https://www.coingecko.com/coins/19148/sparkline
JoJo Inu,$0.000000000001,?,?,?,?,?,https://www.coingecko.com/coins/19149/sparkline
Mars DogeCoin,$0.000000000269,?,?,?,?,?,https://www.coingecko.com/coins/19152/sparkline
ScareCrow,$0.031549364986,0.4%,1.4%,2.0%,$6.81,?,https://www.coingecko.com/coins/19154/sparkline
AutoCrypto,$0.013949434282,-0.2%,-2.6%,10.8%,"$8,350.26",?,https://www.coingecko.com/coins/19157/sparkline
Hero Arena,$0.004727371995,0.3%,0.8%,-1.4%,"$8,983.32",?,https://www.coingecko.com/coins/19160/sparkline
Envelop (Niftsy),$0.010358153363,0.2%,2.3%,123.1%,$5.74,?,https://www.coingecko.com/coins/19161/sparkline
Falcon Swaps,$0.004309074411,-3.5%,-0.0%,-3.6%,"$170,093",?,https://www.coingecko.com/coins/19164/sparkline
BODA,$0.000000000430,-0.2%,-0.7%,10.6%,$79.20,?,https://www.coingecko.com/coins/19168/sparkline
Youves uUSD,$1.00,0.3%,1.0%,0.3%,$762.25,?,https://www.coingecko.com/coins/19172/sparkline
Digital Bank of Africa,$0.013002147776,-0.0%,100.4%,32.6%,$8.98,?,https://www.coingecko.com/coins/19177/sparkline
BullishApes,$0.000001072313,?,?,?,?,?,https://www.coingecko.com/coins/19181/sparkline
MY Ceremonial Event,$0.000092620324,0.0%,-0.2%,-50.0%,"$3,591.26",?,https://www.coingecko.com/coins/19182/sparkline
Kishimoto (old),$0.000000000004,?,?,?,?,?,https://www.coingecko.com/coins/19188/sparkline
Vitality,$0.000043331270,-0.6%,0.5%,-6.9%,$20.24,?,https://www.coingecko.com/coins/19190/sparkline
Chellitcoin,$0.022367595560,0.1%,1.8%,-1.6%,"$1,259.86",?,https://www.coingecko.com/coins/19192/sparkline
Evrynet,$0.009561687232,0.3%,0.4%,-10.4%,"$9,272.44",?,https://www.coingecko.com/coins/19194/sparkline
Dogus,$0.000049497599,?,?,?,?,?,https://www.coingecko.com/coins/19196/sparkline
Lil Floki,$0.000000000338,0.4%,-1.7%,16.9%,$400.80,?,https://www.coingecko.com/coins/19198/sparkline
SmartCoin,$0.000058609648,?,?,?,?,?,https://www.coingecko.com/coins/19199/sparkline
The Sun Rises,$0.001688642407,?,?,?,?,?,https://www.coingecko.com/coins/19200/sparkline
TOO,$0.000000460815,?,?,?,?,?,https://www.coingecko.com/coins/19207/sparkline
Virgo,$0.138125,-0.2%,-1.1%,11.4%,"$8,766.63",?,https://www.coingecko.com/coins/19209/sparkline
InfinitX,$0.012877504688,?,?,?,?,?,https://www.coingecko.com/coins/19212/sparkline
Beavis and Butthead,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19213/sparkline
Asuna Inu,$0.000000000000,,-0.5%,2.7%,$133.47,?,https://www.coingecko.com/coins/19214/sparkline
pSTAKE Staked XPRT,$0.531947,?,?,?,?,?,https://www.coingecko.com/coins/19219/sparkline
Xdoge,$0.000001603751,,0.4%,6.7%,$790.13,?,https://www.coingecko.com/coins/19222/sparkline
pQBERT,$0.005460143619,0.2%,-0.4%,-4.0%,$21.12,?,https://www.coingecko.com/coins/19223/sparkline
CPOS Cloud Payment,$0.000140043133,-0.0%,0.0%,-0.0%,$0.000019335135,?,https://www.coingecko.com/coins/19229/sparkline
CryptoPunt,$0.000621025792,?,?,?,?,?,https://www.coingecko.com/coins/19230/sparkline
Battle Hero,$0.004760767802,0.6%,1.9%,0.0%,"$10,942.53",?,https://www.coingecko.com/coins/19231/sparkline
XCarnival,$0.006752074800,-0.0%,1.3%,-11.0%,"$1,445,864",?,https://www.coingecko.com/coins/19232/sparkline
Little Bunny Rocket,$0.000000000284,-0.2%,-4.6%,9.9%,$409.54,?,https://www.coingecko.com/coins/19233/sparkline
Vetter,$0.001077911803,-0.2%,-1.8%,10.4%,"$2,809.35",?,https://www.coingecko.com/coins/19235/sparkline
MOVE Network,$0.000479079137,0.0%,0.7%,-5.2%,$912.48,?,https://www.coingecko.com/coins/19236/sparkline
Riot Racers,$0.002349209733,0.1%,-0.6%,-3.1%,$17.68,?,https://www.coingecko.com/coins/19238/sparkline
Wanda Exchange,$0.008297857945,-0.0%,-0.3%,4.2%,$151.23,?,https://www.coingecko.com/coins/19239/sparkline
Ichigo Inu,$0.000000000000,0.1%,0.3%,-0.7%,$11.01,?,https://www.coingecko.com/coins/19243/sparkline
8Bit Doge,$0.000010461399,?,?,?,?,?,https://www.coingecko.com/coins/19244/sparkline
BullionFX,$0.235832,-0.6%,-1.0%,-5.9%,"$37,133.96",?,https://www.coingecko.com/coins/19251/sparkline
RBX,$0.025605787748,1.6%,-0.1%,-1.2%,"$3,399.14",?,https://www.coingecko.com/coins/19253/sparkline
ioBUSD,$0.998210,-0.6%,1.8%,-0.6%,"$2,942.16",?,https://www.coingecko.com/coins/19254/sparkline
WonderHero [OLD],$0.000116564478,-0.7%,-1.4%,-5.4%,$1.12,?,https://www.coingecko.com/coins/19260/sparkline
ELONs RABBIT,$0.000071684462,?,?,?,?,?,https://www.coingecko.com/coins/19262/sparkline
Koreadoge,$0.000014002210,?,?,?,?,?,https://www.coingecko.com/coins/19265/sparkline
MetaverseX,$0.092815007150,-0.3%,1.9%,3.8%,"$293,221",?,https://www.coingecko.com/coins/19266/sparkline
Good Games Guild,$0.044089539535,-3.7%,-18.7%,14.4%,"$882,003",?,https://www.coingecko.com/coins/19269/sparkline
BTRIPS,$0.028836855170,0.1%,-0.3%,1.6%,"$136,895",?,https://www.coingecko.com/coins/19273/sparkline
OpenSwap.One,$0.001981091045,0.1%,1.6%,-6.6%,$106.75,?,https://www.coingecko.com/coins/19274/sparkline
Trade Fighter,$0.039373173910,?,?,?,?,?,https://www.coingecko.com/coins/19276/sparkline
NFT Royal,$0.388527,0.1%,0.5%,-0.6%,$41.35,?,https://www.coingecko.com/coins/19277/sparkline
Fuma Finance,$0.028632780141,-0.0%,10.6%,-1.9%,$893.63,?,https://www.coingecko.com/coins/19282/sparkline
LinkSync,$0.000000000096,-0.2%,-0.8%,21.6%,$6.66,?,https://www.coingecko.com/coins/19283/sparkline
Fantums of Opera,$0.000367967441,?,?,?,?,?,https://www.coingecko.com/coins/19285/sparkline
MoneyTree,$0.000063294904,?,?,?,?,?,https://www.coingecko.com/coins/19287/sparkline
SatoshiStreetBets,$0.000000000046,-0.0%,-8.0%,19.0%,$0.999795,?,https://www.coingecko.com/coins/19295/sparkline
NFT Tech,$0.001153123736,?,?,?,?,?,https://www.coingecko.com/coins/19297/sparkline
Pangolinswap,$0.008323606471,?,?,?,?,?,https://www.coingecko.com/coins/19300/sparkline
BabyPumpkin Finance,$0.000000815244,?,?,?,?,?,https://www.coingecko.com/coins/19301/sparkline
MagnetGold,$0.607453,-0.1%,0.3%,-6.0%,"$20,967.38",?,https://www.coingecko.com/coins/19302/sparkline
StrongNode,$0.000057326399,0.0%,-1.6%,-3.3%,"$1,037.51",?,https://www.coingecko.com/coins/19303/sparkline
Synchrony,$0.000278420904,0.4%,-2.8%,-10.5%,"$198,224",?,https://www.coingecko.com/coins/19308/sparkline
Cosmic Universe Magic,$0.008135501754,0.1%,-3.8%,8.8%,"$2,770.39",?,https://www.coingecko.com/coins/19313/sparkline
Helkin,$3.44,-0.2%,-5.1%,-0.7%,"$1,323.03",?,https://www.coingecko.com/coins/19316/sparkline
The Troller Coin,$0.000000000248,?,?,?,?,?,https://www.coingecko.com/coins/19317/sparkline
Xcel Defi,$0.003533286821,0.2%,1.6%,-23.4%,"$49,227.71",?,https://www.coingecko.com/coins/19318/sparkline
Gallant,$0.000000000741,?,?,?,?,?,https://www.coingecko.com/coins/19319/sparkline
Qrkita,$0.000000254002,,-19.2%,-20.4%,$0.243719,?,https://www.coingecko.com/coins/19320/sparkline
Kuro Shiba,$0.000047828777,,-0.1%,-5.6%,$6.11,?,https://www.coingecko.com/coins/19325/sparkline
CorgiNFTGame,$0.008291156917,?,?,?,?,?,https://www.coingecko.com/coins/19326/sparkline
DogeZilla,$0.000000000000,0.1%,0.3%,1687.1%,"$1,514.89",?,https://www.coingecko.com/coins/19331/sparkline
Baby Moon Floki,$0.000000000007,-0.3%,-6.7%,5.3%,$714.47,?,https://www.coingecko.com/coins/19333/sparkline
Piccolo Inu,$0.000000008488,-8.3%,-4.0%,-13.4%,"$40,184.08",?,https://www.coingecko.com/coins/19335/sparkline
Vodra,$0.000488086126,0.0%,-1.4%,-3.6%,"$8,965.06",?,https://www.coingecko.com/coins/19338/sparkline
ProShares Bitcoin Strategy ETF,$14.80,?,?,?,?,?,https://www.coingecko.com/coins/19339/sparkline
DefiSportsCoin,$0.000035783745,?,?,?,?,?,https://www.coingecko.com/coins/19340/sparkline
ioETH,"$1,209.53",-0.4%,0.7%,-2.1%,"$7,747.25",?,https://www.coingecko.com/coins/19342/sparkline
ioUNI,$5.57,-0.6%,3.6%,-4.4%,$346.07,?,https://www.coingecko.com/coins/19343/sparkline
Matic DAI Stablecoin,$1.00,-0.6%,1.3%,-0.9%,"$1,396.51",?,https://www.coingecko.com/coins/19344/sparkline
ioUSDT,$0.997342,-1.2%,1.1%,-0.7%,"$15,082.32",?,https://www.coingecko.com/coins/19345/sparkline
ioUSDC,$1.00,0.0%,1.1%,-0.2%,"$10,018.52",?,https://www.coingecko.com/coins/19346/sparkline
ioWBTC,"$16,406.01",-0.8%,1.0%,-2.5%,$871.46,?,https://www.coingecko.com/coins/19347/sparkline
Pool Party,$0.000001010167,-1.0%,1.1%,14.7%,"$16,269.96",?,https://www.coingecko.com/coins/19350/sparkline
Pagan Gods Fur,$0.000050246786,-0.0%,-0.7%,-11.6%,$70.79,?,https://www.coingecko.com/coins/19351/sparkline
Shibaverse SHIVER,$0.000000251654,?,?,?,?,?,https://www.coingecko.com/coins/19357/sparkline
Magic Birds,$0.000000000026,-0.2%,-0.6%,,$10.23,?,https://www.coingecko.com/coins/19359/sparkline
Wiggly Finance,$0.000721123433,0.2%,0.4%,-14.8%,$172.07,?,https://www.coingecko.com/coins/19361/sparkline
FlokiSwap,$0.000000000022,?,?,?,?,?,https://www.coingecko.com/coins/19370/sparkline
WOLVERINU [OLD],$0.000000000000,0.2%,-1.0%,-3.4%,$92.62,?,https://www.coingecko.com/coins/19374/sparkline
Kitty,$0.000000000699,?,?,?,?,?,https://www.coingecko.com/coins/19378/sparkline
Safechain,$0.000394720277,-0.1%,-1.0%,17.2%,$255.97,?,https://www.coingecko.com/coins/19382/sparkline
Freemoon,$0.000000000373,,-0.2%,11.9%,$56.49,?,https://www.coingecko.com/coins/19384/sparkline
Kitty Inu,$0.000002883638,0.2%,0.6%,-4.1%,$103.69,?,https://www.coingecko.com/coins/19385/sparkline
BTS Chain,$0.002300379991,9.6%,21.1%,21.0%,"$9,161.15",?,https://www.coingecko.com/coins/19386/sparkline
NFT Global Platform,$0.000255726844,-0.2%,-1.3%,14.5%,$125.39,?,https://www.coingecko.com/coins/19390/sparkline
No One,$0.000000368541,0.3%,-0.3%,80.7%,$179.47,?,https://www.coingecko.com/coins/19393/sparkline
Parasset,$0.030008214292,?,?,?,?,?,https://www.coingecko.com/coins/19395/sparkline
CRB Coin,$0.000022674086,0.0%,7.6%,-5.6%,$1.10,?,https://www.coingecko.com/coins/19399/sparkline
Kawai Shiba,$0.000000191464,?,?,?,?,?,https://www.coingecko.com/coins/19400/sparkline
Ariadne,$0.037849997175,?,?,?,?,?,https://www.coingecko.com/coins/19401/sparkline
CougarSwap,$0.000095938227,,1.3%,29.9%,$32.37,?,https://www.coingecko.com/coins/19402/sparkline
Mech Master,$0.001571686862,-0.0%,-0.8%,19.7%,$8.97,?,https://www.coingecko.com/coins/19403/sparkline
ParadiseFi,$0.000000516185,0.1%,0.5%,-1.1%,$0.128723,?,https://www.coingecko.com/coins/19404/sparkline
PolkaPet World,$0.012041077464,0.1%,0.2%,-15.5%,$118.86,?,https://www.coingecko.com/coins/19409/sparkline
Doge Army,$0.000000007063,?,?,?,?,?,https://www.coingecko.com/coins/19412/sparkline
Ethera,$0.000000000009,?,?,?,?,?,https://www.coingecko.com/coins/19414/sparkline
Charizard Inu,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19415/sparkline
SaitamaX,$0.000000000000,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/19419/sparkline
Winry Inu,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19420/sparkline
ONE PIECE,$0.000000000029,0.0%,43.9%,-1.0%,"$1,802.65",?,https://www.coingecko.com/coins/19421/sparkline
Waifer,$0.000000000269,0.1%,-0.8%,-80.5%,"$8,453.59",?,https://www.coingecko.com/coins/19424/sparkline
Gorilla Inu,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/19426/sparkline
Fate,$0.000000003075,,0.0%,,$0.000000000000,?,https://www.coingecko.com/coins/19429/sparkline
Chiva,$0.000391217752,?,?,?,?,?,https://www.coingecko.com/coins/19432/sparkline
Gamebox,$0.000000000056,?,?,?,?,?,https://www.coingecko.com/coins/19433/sparkline
Tsuzuki Inu,$0.000000000000,0.0%,0.0%,,$0.000000000000,?,https://www.coingecko.com/coins/19437/sparkline
FUDcoin Official,$0.000000001086,-0.0%,-0.4%,12.3%,$5.21,?,https://www.coingecko.com/coins/19439/sparkline
Plug Chain,$0.004946098196,0.1%,0.4%,-2.0%,"$672,448",?,https://www.coingecko.com/coins/19442/sparkline
Dinger,$0.000001330769,?,?,?,?,?,https://www.coingecko.com/coins/19443/sparkline
Smartlink,$0.001771354842,0.4%,-1.7%,-29.8%,$92.24,?,https://www.coingecko.com/coins/19445/sparkline
Fidira,$0.011726129118,12.6%,38.0%,740.0%,"$27,292.30",?,https://www.coingecko.com/coins/19446/sparkline
Pumpkin Inu,$0.000001058349,?,?,?,?,?,https://www.coingecko.com/coins/19447/sparkline
Flokimooni,$0.000000084034,-0.2%,-0.6%,16.2%,$67.48,?,https://www.coingecko.com/coins/19449/sparkline
Afrix,$0.000694114658,1.4%,3.4%,51.2%,"$17,295.53",?,https://www.coingecko.com/coins/19454/sparkline
Verify VRFY,$0.000000000190,?,?,?,?,?,https://www.coingecko.com/coins/19456/sparkline
QuipuSwap Governance,$0.315805,0.4%,4.2%,-14.8%,$151.02,?,https://www.coingecko.com/coins/19457/sparkline
Florin,$11.16,0.3%,15.0%,80.5%,"$2,587.86",?,https://www.coingecko.com/coins/19460/sparkline
Greed,$0.000275865247,?,?,?,?,?,https://www.coingecko.com/coins/19462/sparkline
Crunchy Network,$0.001988272179,0.4%,5.1%,-28.2%,$288.32,?,https://www.coingecko.com/coins/19463/sparkline
Kolibri USD,$1.02,0.4%,2.0%,1.4%,"$3,579.28",?,https://www.coingecko.com/coins/19464/sparkline
WRAP Governance,$0.000000000883,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/19465/sparkline
ETHtez,$0.000000000000,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/19466/sparkline
USDtez,$1.00,0.4%,1.8%,1.7%,$345.20,?,https://www.coingecko.com/coins/19467/sparkline
Hic et nunc DAO,$0.335149,0.4%,22.2%,68.8%,$502.24,?,https://www.coingecko.com/coins/19468/sparkline
Unobtanium Tezos,$1.96,0.2%,2.0%,-1.5%,"$1,206,284",?,https://www.coingecko.com/coins/19469/sparkline
GIF DAO,$0.006880319866,0.4%,2.1%,-0.4%,$31.84,?,https://www.coingecko.com/coins/19470/sparkline
ZilWall Paint,$0.000686912260,?,?,?,?,?,https://www.coingecko.com/coins/19472/sparkline
DuckDuck,$102.88,?,?,?,?,?,https://www.coingecko.com/coins/19473/sparkline
